35,Taunt
36,stop
38,move
45,attack
60,SprayTerran
61,SprayZerg
62,SprayProtoss
63,SalvageShared
65,GhostHoldFire
66,GhostWeaponsFree
68,Explode
69,CarrierLaunchSpeedUpgrade
69,PhoenixRangeUpgrade
70,FungalGrowth
71,GuardianShield
72,MULERepair
73,Baneling
75,Feedback
77,PlacePointDefenseDrone
78,HallucinationArchon
79,HallucinationColossus
80,HallucinationHighTemplar
81,HallucinationImmortal
82,HallucinationPhoenix
83,HallucinationProbe
84,HallucinationStalker
85,HallucinationVoidRay
86,HallucinationWarpPrism
87,HallucinationZealot
88,MULEGather
89,SeekerMissile
90,CalldownMULE
91,GravitonBeam
95,SpawnChangeling
102,Rally
103,ProgressRally
104,RallyCommand
105,RallyNexus
106,RallyHatchery
107,GlialReconstitution
107,TunnelingClaws
109,InfestedTerrans
111,SpawnLarva
112,StimpackMarauder
113,SupplyDrop
116,TimeWarp
117,ChitinousPlating
119,SCVHarvest
120,ProbeHarvest
122,que1
123,que5
124,que5CancelToSelection
126,que5Addon
127,BuildInProgress
128,Repair
129,CommandCenter
129,SupplyDepot
129,Refinery
129,Barracks
129,EngineeringBay
129,MissileTurret
129,Bunker
129,SensorTower
129,GhostAcademy
129,Factory
129,Starport
129,Armory
129,FusionCore
132,GhostCloak
134,MedivacHeal
135,SiegeMode
136,Unsiege
137,BansheeCloak
138,MedivacTransport
139,ScannerSweep
140,Yamato
141,AssaultMode
142,FighterMode
143,BunkerTransport
144,CommandCenterTransport
145,CommandCenterLiftOff
146,CommandCenterLand
147,BarracksTechLab
147,BarracksReactor
148,BarracksLiftOff
149,FactoryTechLab
149,FactoryReactor
150,FactoryLiftOff
151,StarportTechLab
151,StarportReactor
152,StarportLiftOff
153,FactoryLand
154,StarportLand
155,SCV
156,BarracksLand
157,SupplyDepotLower
158,SupplyDepotRaise
159,Marine
159,Reaper
159,Ghost
159,Marauder
160,SiegeTank
160,Thor
160,Hellion
160,HellionTank
160,Cyclone
160,WidowMine
161,Medivac
161,Banshee
161,Raven
161,Battlecruiser
161,VikingFighter
161,Liberator
162,HiSecAutoTracking
162,TerranBuildingArmor
162,TerranInfantryWeaponsLevel1
162,TerranInfantryWeaponsLevel2
162,TerranInfantryWeaponsLevel3
162,NeosteelFrame
162,TerranInfantryArmorsLevel1
162,TerranInfantryArmorsLevel2
162,TerranInfantryArmorsLevel3
164,Nuke
165,Stimpack
165,ShieldWall
165,PunisherGrenades
166,HighCapacityBarrels
166,DrillClaws
167,RavenCorvidReactor
167,BansheeSpeed
167,RavenRecalibratedExplosives
167,MedivacIncreaseSpeedBoost
167,LiberatorAGRangeUpgrade
168,PersonalCloaking
169,TerranVehicleWeaponsLevel1
169,TerranVehicleWeaponsLevel2
169,TerranVehicleWeaponsLevel3
169,TerranShipWeaponsLevel1
169,TerranShipWeaponsLevel2
169,TerranShipWeaponsLevel3
169,TerranVehicleAndShipArmorsLevel1
169,TerranVehicleAndShipArmorsLevel2
169,TerranVehicleAndShipArmorsLevel3
170,Nexus
170,Pylon
170,Assimilator
170,Gateway
170,Forge
170,FleetBeacon
170,TwilightCouncil
170,PhotonCannon
170,Stargate
170,TemplarArchive
170,DarkShrine
170,RoboticsBay
170,RoboticsFacility
170,CyberneticsCore
171,WarpPrismTransport
172,Zealot
172,Stalker
172,HighTemplar
172,DarkTemplar
172,Sentry
172,Adept
173,Phoenix
173,Carrier
173,VoidRay
173,Oracle
173,Tempest
174,WarpPrism
174,Observer
174,Colossus
174,Immortal
174,Disruptor
175,Probe
176,PsiStorm
177,HangarQueue5
179,Interceptor
180,ProtossGroundWeaponsLevel1
180,ProtossGroundWeaponsLevel2
180,ProtossGroundWeaponsLevel3
180,ProtossGroundArmorsLevel1
180,ProtossGroundArmorsLevel2
180,ProtossGroundArmorsLevel3
180,ProtossShieldsLevel1
180,ProtossShieldsLevel2
180,ProtossShieldsLevel3
181,ObserverGraviticBooster
181,GraviticDrive
181,ExtendedThermalLance
182,PsiStormTech
183,Hatchery
183,Extractor
183,SpawningPool
183,EvolutionChamber
183,HydraliskDen
183,Spire
183,UltraliskCavern
183,InfestationPit
183,NydusNetwork
183,BanelingNest
183,RoachWarren
183,SpineCrawler
183,SporeCrawler
184,DroneHarvest
185,ZergMeleeWeaponsLevel1
185,ZergMeleeWeaponsLevel2
185,ZergMeleeWeaponsLevel3
185,ZergGroundArmorsLevel1
185,ZergGroundArmorsLevel2
185,ZergGroundArmorsLevel3
185,ZergMissileWeaponsLevel1
185,ZergMissileWeaponsLevel2
185,ZergMissileWeaponsLevel3
186,UpgradeToLair
187,UpgradeToHive
188,UpgradeToGreaterSpire
189,overlordspeed
189,Burrow
190,zerglingattackspeed
190,zerglingmovementspeed
191,EvolveMuscularAugments
192,ZergFlyerWeaponsLevel1
192,ZergFlyerWeaponsLevel2
192,ZergFlyerWeaponsLevel3
192,ZergFlyerArmorsLevel1
192,ZergFlyerArmorsLevel2
192,ZergFlyerArmorsLevel3
193,Drone
193,Zergling
193,Overlord
193,Hydralisk
193,Mutalisk
193,Ultralisk
193,Roach
193,Infestor
193,Corruptor
193,Viper
193,SwarmHostMP
194,MorphToBroodLord
195,BurrowBanelingDown
196,BurrowBanelingUp
197,BurrowDroneDown
198,BurrowDroneUp
199,BurrowHydraliskDown
200,BurrowHydraliskUp
201,BurrowRoachDown
202,BurrowRoachUp
203,BurrowZerglingDown
204,BurrowZerglingUp
205,BurrowInfestorTerranDown
206,BurrowInfestorTerranUp
207,RedstoneLavaCritterBurrow
208,RedstoneLavaCritterInjuredBurrow
209,RedstoneLavaCritterUnburrow
210,RedstoneLavaCritterInjuredUnburrow
211,OverlordTransport
215,BurrowQueenDown
216,BurrowQueenUp
217,NydusCanalTransport
218,Blink
219,BurrowInfestorDown
